id,name,lat,lng,category,country,city,sources,url,tags
1,"""Butterfly Communities"" open project",47.555,13.9296,ecovillage,,,EcovillageMap,,
2,"""Meshek 43"", Shdema Israel",31.8338,34.7401,ecovillage,,,EcovillageMap,,
3,"#MeetThetribe : Gond Tribe, Bastar, Chattisgarh",19.1071,81.9535,ecovillage,,,EcovillageMap,,
4,13 ha nature sanctuary in Southwest France welcomes candidates for ecovillage project.,44.5841,-0.0903,ecovillage,,,EcovillageMap,,
5,1st Humanity Fellowship Centre in New Brunswick,46.894,-65.8189,ecovillage,,,EcovillageMap,,
6,8100,41.2135,28.0713,ecovillage,,,EcovillageMap,,
7,A Quinta da Lage - Off-grid Regenerative Farm,37.6797,-8.6821,ecovillage,,,EcovillageMap,,
8,A settlement is GIFT,53.6978,91.6963,ecovillage,,,EcovillageMap,,
9,A.N.D Ecovillage,46.4195,-67.3569,ecovillage,,,EcovillageMap,,
10,ACADEMIA LIBERA HISTRIENSIS,45.0812,13.6387,ecovillage,,,EcovillageMap,,
11,ACUDAB ECO VILLAGE,5.5029,10.6365,ecovillage,,,EcovillageMap,,
12,AIH Andelssamfundet i Hjortshöj,56.1629,10.2039,ecovillage,,,EcovillageMap,,
13,ALDEA MAGIKA,4.5981,-74.0758,ecovillage,,,EcovillageMap,,
14,ALMA Ecovillage,46.567,-1.5282,ecovillage,,,EcovillageMap,,
15,ASB Valley Panpoli,9.0225,77.2506,ecovillage,,,EcovillageMap,,
16,AUTarca,28.7393,-17.9773,ecovillage,,,EcovillageMap,,
17,AZ Eco-village,52.0657,87.3523,ecovillage,,,EcovillageMap,,
18,Abundance Ecovillage,41.0009,-91.9739,ecovillage,,,EcovillageMap,,
19,Accès à l’eau pour un développ,32.0895,-8.6074,ecovillage,,,EcovillageMap,,
20,Adamama,31.4775,34.6301,ecovillage,,,EcovillageMap,,
21,Adawehi Wellness Village,35.2606,-82.1642,ecovillage,,,EcovillageMap,,
22,Aderema by Oluokos - Smile With Nature,0.5703,34.2322,ecovillage,,,EcovillageMap,,
23,Adivasi Academy,22.30357,73.17511,ecoversity,,,Ecoversities,,
24,Adunam,16.2913,-14.1393,ecovillage,,,EcovillageMap,,
25,Adventureversity,60.71971,-135.05228,ecoversity,,,Ecoversities,,
26,Aerdscheff,49.7707,5.8997,ecovillage,,,EcovillageMap,,
27,Aerium,43.9996,3.4854,ecovillage,,,EcovillageMap,,
28,African Peace Village,38.6488,-8.2141,ecovillage,,,EcovillageMap,,
29,African Youth Initiative on Climate,31.5131,-9.7697,ecovillage,,,EcovillageMap,,
30,Agatha Amani House Shelter,-0.7351,36.4731,ecovillage,,,EcovillageMap,,
31,Agroarte,6.26071,-75.61197,ecoversity,,,Ecoversities,,
32,"Agroturismo,Ecoturismo,Permacultura",38.8798,-0.5884,ecovillage,,,EcovillageMap,,
33,Agrovilla El Prado,4.7874,-75.6442,ecovillage,,,EcovillageMap,,
34,Ahimsagram,26.8335,75.7915,ecovillage,,,EcovillageMap,,
35,Al-Mizan Children's Eco Village,-7.0593,39.2744,ecovillage,,,EcovillageMap,,
36,Alaska Resiliency Institute,64.9027,-147.6478,ecovillage,,,EcovillageMap,,
37,Alaya Ecolodge,-8.1565,114.6566,ecovillage,,,EcovillageMap,,
38,Aldea 506 Ecovillage,10.3777,-84.6113,ecovillage,,,EcovillageMap,,
39,Aldea Domo Permacultura Integral,-34.7937,-70.7657,ecovillage,,,EcovillageMap,,
40,Aldea Ecologica Gaia,18.668,-70.4945,ecovillage,,,EcovillageMap,,
41,Aldea Ecolén,28.6368,-17.9147,ecovillage,,,EcovillageMap,,
42,Aldea Feliz,4.98908,-74.27742,ecoversity,,,Ecoversities,,
43,Aldea de Olla,39.7296,-0.5057,ecovillage,,,EcovillageMap,,
44,Aldeafeliz Ecovillage,4.9878,-74.2791,ecovillage,,,EcovillageMap,,
45,Aldeas de Paz,4.5869,-61.0904,ecovillage,,,EcovillageMap,,
46,Alder Commons,45.55521,-122.61997,ecoversity,,,Ecoversities,,
47,Alderleaf Wilderness College,47.8283,-121.8273,ecovillage,,,EcovillageMap,,
48,Aldinga Arts Ecovillage,-35.2653,138.4784,ecovillage,,,EcovillageMap,,
49,AlmaOhana,37.6163,-8.571,ecovillage,,,EcovillageMap,,
50,Almarte,19.06,-69.8664,ecovillage,,,EcovillageMap,,
51,Almost Heaven Farms,26.8852,88.0431,ecovillage,,,EcovillageMap,,
52,Alpha Farm,44.1604,-123.7017,ecovillage,,,EcovillageMap,,
53,Altair EcoVillage,40.1353,-75.5568,ecovillage,,,EcovillageMap,,
54,Alternative University,44.44609,26.1072,ecoversity,,,Ecoversities,,
55,Amalurra,43.2352,-3.2205,ecovillage,,,EcovillageMap,,
56,Amiglia,44.5671,9.4208,ecovillage,,,EcovillageMap,,
57,Ampliando redes de intercambio,40.6567,-4.6812,ecovillage,,,EcovillageMap,,
58,Amriti Ecovillage,33.3483,71.9437,ecovillage,,,EcovillageMap,,
59,Ananda Marga Gurukula,23.50257,86.07328,ecoversity,,,Ecoversities,,
60,Ananda Valley,40.1703,-7.6648,ecovillage,,,EcovillageMap,,
61,Anandwan Smart Village,20.2506,79.0163,ecoversity,,,Ecoversities,,
62,Anarres - Ca' Favale,44.342,9.441,ecovillage,,,EcovillageMap,,
63,Anglesey Ecological Village,53.2274,-4.1293,ecovillage,,,EcovillageMap,,
64,Anjos do Sertão School-Farm,-8.1751,-43.2383,ecovillage,,,EcovillageMap,,
65,Anna Eco Village Resort,28.2026,83.985,ecovillage,,,EcovillageMap,,
66,Anuttara Sustainability Project,55.4593,-129.2315,ecovillage,,,EcovillageMap,,
67,Anveshan,11.99243,79.83503,ecoversity,,,Ecoversities,,
68,Arboretum Cohousing,43.0599,-89.4054,ecovillage,,,EcovillageMap,,
69,Arca Verde,-29.4644,-50.4993,ecovillage,,,EcovillageMap,,
70,Arca Verde,-29.4829,-50.5087,ecovillage,,,EcovillageMap,,
71,Argoumbat,43.9105,0.9805,ecovillage,,,EcovillageMap,,
72,Arroyolobo,38.5616,-5.5957,ecovillage,,,EcovillageMap,,
73,Arterra  Bizimodu  Ecoaldea,42.7152,-1.326,ecovillage,,,EcovillageMap,,
74,Articulacao SUL,-23.5559941,-46.6657631,ecoversity,,,Ecoversities,,
75,Artisans Makers and Growers Goldfields Vic. Aus.,-37.0497,143.7652,ecovillage,,,EcovillageMap,,
76,Arunachala 66,42.3667,2.4901,ecovillage,,,EcovillageMap,,
77,As One Suzuka Community,34.8688,136.5464,ecovillage,,,EcovillageMap,,
78,Asociacion SER para el desarrollo humano,-2.34639,-78.15217,ecoversity,,,Ecoversities,,
79,Asociación Manantial de Tara,28.3426,-16.4058,ecovillage,,,EcovillageMap,,
80,Assalam eco-village by the Indian Ocean: Sustainable Living in Zanzibar,-6.4483,39.4656,ecovillage,,,EcovillageMap,,
81,Atahualpa Habaspamba,0.1556,-78.3501,ecovillage,,,EcovillageMap,,
82,Atamai Village,-41.1431,172.9571,ecovillage,,,EcovillageMap,,
83,Atlan Center,45.7909,-121.5377,ecovillage,,,EcovillageMap,,
84,Atowi Project,42.8627142,-72.5676865,ecoversity,,,Ecoversities,,
85,Auro University,21.17622,72.73263,ecoversity,,,Ecoversities,,
86,Aurora Community,45.6262,22.5419,ecovillage,,,EcovillageMap,,
87,Aurora Dwelling Circle,42.446,-76.496,ecovillage,,,EcovillageMap,,
88,Auroville,12.0053,79.8129,ecovillage,,,EcovillageMap,,
89,Auroville Botanical Garden,12.00525,79.80689,ecoversity,,,Ecoversities,,
90,Avalon Organic Gardens &amp; EcoVillage,31.5772,-111.0376,ecovillage,,,EcovillageMap,,
91,Avnø Oasis Ecovillage,55.0873,11.7725,ecovillage,,,EcovillageMap,,
92,Awaawaroa Bay Ecovillage,-36.8019,175.108,ecovillage,,,EcovillageMap,,
93,Awakened Forest Project,40.1975,-7.7994,ecovillage,,,EcovillageMap,,
94,Awakened Life Project,40.2186,-7.9352,ecovillage,,,EcovillageMap,,
95,Awakening Leadership Program,13.71678,100.50635,ecoversity,,,Ecoversities,,
96,Aya - Ecovillage &amp; Nature Center,51.5043,4.997,ecovillage,,,EcovillageMap,,
97,BEND Eco-Neighbourhood,-36.6889,149.8416,ecovillage,,,EcovillageMap,,
98,BIOpolis,48.3345,25.7749,ecovillage,,,EcovillageMap,,
99,BLED ECOLO,31.6333,-8.0,ecovillage,,,EcovillageMap,,
100,Bafut Ecovillage,6.0845,10.1302,ecovillage,,,EcovillageMap,,
101,Baireni Ecovillage,26.9817,86.5331,ecovillage,,,EcovillageMap,,
102,"Balenbouche Estate, St Lucia",13.7566,-61.0277,ecovillage,,,EcovillageMap,,
103,Bambako Eco Farm / YIRABAH Gambia Association,13.4099,-15.7698,ecovillage,,,EcovillageMap,,
104,Bamboo Village Of The Future,27.4129,84.3752,ecovillage,,,EcovillageMap,,
105,Banana ecological fiber for sanitary pads,-3.4929,29.9278,ecovillage,,,EcovillageMap,,
106,Barrio Codesa mas Responsable y Sostenible,0.9335,-79.6656,ecovillage,,,EcovillageMap,,
107,Barrio cultural Ejido sur,20.6296,-87.0739,ecovillage,,,EcovillageMap,,
108,Bayramic Yeniköy,39.8783,26.6863,ecovillage,,,EcovillageMap,,
109,Beija Flor Village,9.6496,-85.1012,ecovillage,,,EcovillageMap,,
110,Belentepe Permaculture Farm,40.097,29.0121,ecovillage,,,EcovillageMap,,
111,Belfast Cohousing and Ecovillage,44.4259,-69.0064,ecovillage,,,EcovillageMap,,
112,Bellbunya Sustainable Community,-26.492,152.8537,ecovillage,,,EcovillageMap,,
113,Benin Ecotourism Concern (ECO-BENIN,6.3625,2.4255,ecovillage,,,EcovillageMap,,
114,Berg-en-dal,-33.4897,21.2663,ecovillage,,,EcovillageMap,,
115,Bergen Ecovillage,60.4925,5.6994,ecovillage,,,EcovillageMap,,
116,Better In Belize Eco-Community,16.9882,-89.0478,ecovillage,,,EcovillageMap,,
117,Betterfields Community,36.7783,-119.4179,ecovillage,,,Murmurations|EcovillageMap,,co-op|network|platform co-op
118,Beyond Vitality,15.4419,-61.2583,ecovillage,,,EcovillageMap,,
119,Bezaleel Israel Eco-Village,48.9607,-117.6043,ecovillage,,,EcovillageMap,,
120,Bhakti Tirtha Dhama,49.8099,29.5148,ecovillage,,,EcovillageMap,,
121,Bhoomi College,12.9063,77.69884,ecoversity,,,Ecoversities,,
122,Big Stone,59.8707,40.6555,ecovillage,,,EcovillageMap,,
123,Billen Cliff,-28.6246,153.1094,ecovillage,,,EcovillageMap,,
124,Bio Chakra,-34.4943,-58.634,ecovillage,,,EcovillageMap,,
125,BioScience Agro EcoVillage,25.287,89.3508,ecovillage,,,EcovillageMap,,
126,Bioaldeia Arawikay,-27.4785,-48.8346,ecovillage,,,EcovillageMap,,
127,Bioregional Learning Centre,50.42973,-3.69117,ecoversity,,,Ecoversities,,
128,Biosphere Foundation,-8.1608,114.5856,ecovillage,,,EcovillageMap,,
129,Biosphere Foundation,-8.16074,114.58545,ecoversity,,,Ecoversities,,
130,Black Daddies Club,43.8092835,-79.2138163,ecoversity,,,Ecoversities,,
131,Bloemendal Farm Ecovillage,-33.9249,18.4241,ecovillage,,,Murmurations|EcovillageMap,,CES
132,"Bloom Village, Ranong",10.0113,98.7041,ecovillage,,,EcovillageMap,,
133,Blue Star Tapovan Trinidad,10.4299,-61.2989,ecovillage,,,EcovillageMap,,
134,Blueberry Creek Village,51.4288,-116.9869,ecovillage,,,EcovillageMap,,
135,Bodhi Farms,35.5013,-105.2487,ecovillage,,,EcovillageMap,,
136,Boekel Ecovillage,51.5957,5.6815,ecovillage,,,EcovillageMap,,
137,Bomigo Island - Ecovillage Transition Project,5.8805,0.6886,ecovillage,,,EcovillageMap,,
138,Boodaville,41.0158,0.1876,ecovillage,,,EcovillageMap,,
139,Borgo Basino Folk School Ecovillage Farm,44.0416,11.9814,ecovillage,,,EcovillageMap,,
140,Bosque Fluir,-6.4825,-76.3727,ecovillage,,,EcovillageMap,,
141,Bosquescuela Cariba,6.29512,-75.02787,ecoversity,,,Ecoversities,,
142,Bowden House Community,50.4157,-3.6872,ecovillage,,,EcovillageMap,,
143,Bravewomen Foundation,-22.5621,17.0668,ecovillage,,,EcovillageMap,,
144,Braziers Park,51.554,-1.0836,ecovillage,,,EcovillageMap,,
145,Breitenbush Community,44.734,-122.1498,ecovillage,,,EcovillageMap,,
146,Bringing Ideas Together,55.8511,-4.2252,ecovillage,,,EcovillageMap,,
147,Brithdir Mawr,51.6741,-4.9089,ecovillage,,,EcovillageMap,,
148,Buckeye Gathering,39.8693,-121.47005,ecoversity,,,Ecoversities,,
149,Buddhist Monastery,27.7213,85.2923,ecovillage,,,EcovillageMap,,
150,Building a Local Economy (BALE),43.82049,-72.52094,ecoversity,,,Ecoversities,,
151,Bulemba Rwenzori Ecovillage,0.0998,29.8004,ecovillage,,,EcovillageMap,,
152,Busquem co-creadors,42.0558,2.7282,ecovillage,,,EcovillageMap,,
153,Buyukkonuk,35.4244,33.9861,ecovillage,,,EcovillageMap,,
154,CACAO,17.06372,-96.72801,ecoversity,,,Ecoversities,,
155,"CASA COLOMBIA - COUNCIL OF SUSTAINABLE SETTLEMENT OF LATINAMERICA,. COLOMBIAN NODE",2.613,-76.605,ecovillage,,,EcovillageMap,,
156,CASOM - Cultivating maize and coffee in Masisi territory,-1.6585,29.2205,ecovillage,,,EcovillageMap,,
157,CCLT Ecovillage,52.2053,0.1218,ecovillage,,,EcovillageMap,,
158,CENTRE DES HOMMES Atidéka méwona Avé,6.9098,0.6299,ecovillage,,,EcovillageMap,,
159,CIDECI - Unitierra,16.7607,-92.664,ecoversity,,,Ecoversities,,
160,CIRCADIA COMMUNITY,9.1584,123.2218,ecovillage,,,EcovillageMap,,
161,COLEGIO JOHANNES KEPLER,-0.4961,-78.3879,ecovillage,,,EcovillageMap,,
162,COVID-19 PANDEMIC RECOVERY PLAN FOR TOURISM SERVICE PROVIDERS IN KAHANGI VILLAGE NEAR KIBALE NATIONAL PARK IN WESTERN UGANDA,0.6546,30.2801,ecovillage,,,EcovillageMap,,
163,CVEG - Ecodorp Zuiderveld,51.8838,5.8507,ecovillage,,,EcovillageMap,,
164,CVEG Vereniging Ecodorpen Gelderland,51.8836,5.8511,ecovillage,,,EcovillageMap,,
165,C\u00e1ritas Diocesis de Santa Ana,13.99883,-89.55236,ecoversity,,,Ecoversities,,
166,Caballos Formadores,4.85824,-74.1714,ecoversity,,,Ecoversities,,
167,Cairo Institute of Liberal Arts and Sciences (CILAS),30.04001,31.25978,ecoversity,,,Ecoversities,,
168,Cambio Social Rural,43.1828,-3.9878,ecovillage,,,EcovillageMap,,
169,Cambium · Leben in Gemeinschaft,46.9326,16.0203,ecovillage,,,EcovillageMap,,
170,Camp Currie,48.3924,14.8882,ecovillage,,,EcovillageMap,,
171,Camphill Community: Clanabogan,54.5601,-7.3606,ecovillage,,,EcovillageMap,,
172,Camphill Community: Mourne Grange,54.0636,-6.0079,ecovillage,,,EcovillageMap,,
173,Camphill Community: Vallersund Gaar,63.8605,9.7495,ecovillage,,,EcovillageMap,,
174,Camphill Village Minnesota,45.847,-94.8402,ecovillage,,,EcovillageMap,,
175,Campo Divino,-32.1752,-64.5734,ecovillage,,,EcovillageMap,,
176,Cantón Arenillas-desarrollo sostenible,-3.5562,-80.0657,ecovillage,,,EcovillageMap,,
177,Cantón Gualaceo parroquia Zhidmad comunidad de Gordeleg,-2.938,-78.9082,ecovillage,,,EcovillageMap,,
178,Cape Breton Eco Village,45.6531,-60.8052,ecovillage,,,EcovillageMap,,
179,Caravana por la Paz y Restauración de la Madre Tierra,-32.6419,-70.7331,ecovillage,,,EcovillageMap,,
180,Carbon Neutral Now Community to Lead the 2024 Revolution!,18.0844,-76.41,ecovillage,,,EcovillageMap,,
181,Casa Cares,43.7037,11.5247,ecovillage,,,EcovillageMap,,
182,Casa Cultural Verbos y Vibras,20.6021,-100.36396,ecoversity,,,Ecoversities,,
183,Casa Putraintü - Ecoescuela Arte Escencia,-32.6103,-70.7151,ecovillage,,,EcovillageMap,,
184,Casa \u00d1ani Yuku,23.988104,-104.6559736,ecoversity,,,Ecoversities,,
185,CastelMerlino,44.2784,11.2679,ecovillage,,,EcovillageMap,,
186,Catalyst Ecovillage,41.2565,-74.3599,ecovillage,,,EcovillageMap,,
187,Catfarm,43.4977,3.6598,ecovillage,,,EcovillageMap,,
188,Cedar Moon,45.4422,-122.6861,ecovillage,,,EcovillageMap,,
189,Centre agroécologique La Rivoire,45.2951,4.6132,ecovillage,,,EcovillageMap,,
190,Engage,48.84213,2.32197,solidarity_economy,FR,Paris,Transiscope|EcovillageMap,http://engage.world/,"Formation|Près De Chez Nous|education, formation"
191,Centro Amazanga Ecuador,-1.0962,-78.3578,ecovillage,,,EcovillageMap,,
192,Centro Multidisciplinario Acahual,19.8362,-99.2134,ecovillage,,,EcovillageMap,,
193,Centro de Estudios para el Desarrollo Rural,19.713915,-97.671510006043,ecoversity,,,Ecoversities,,
194,Centro de Investigaciones y Estudios Transmodernos (CIET),19.51559,-101.61151,ecoversity,,,Ecoversities,,
195,Centro de Promocion de Sabidurias Interculturales,-13.52421,-71.94828,ecoversity,,,Ecoversities,,
196,Ces,46.4229,8.844,ecovillage,,,EcovillageMap,,
197,Santa Luca Eco Lodge,-1.831239,-78.183406,ecovillage,Ecuador,,Agartha|EcovillageMap,https://santaluciaecuador.com/,Eco Village|Education
198,Chanchos de Monte,10.3389,-84.8312,ecovillage,,,EcovillageMap,,
199,Charlottendals Farm and EcoVillage,59.0941,17.5586,ecovillage,,,EcovillageMap,,
200,Chikwa Eco Village Center,-16.0012,34.7332,ecovillage,,,EcovillageMap,,
201,Children Development Program,27.7279,85.2883,ecovillage,,,EcovillageMap,,
202,Children's Village School,14.6701,99.0129,ecovillage,,,EcovillageMap,,
203,Chisapani Ecovillage Tarebhir,28.2049,83.9056,ecovillage,,,EcovillageMap,,
204,Chmyrivka,49.1049,32.4622,ecovillage,,,EcovillageMap,,
205,Christiania,55.6735,12.5958,ecovillage,,,EcovillageMap,,
206,Christie Walk,-34.9333,138.5965,ecovillage,,,EcovillageMap,,
207,Chto Delat (The School of Engaged Art),59.93106,30.36091,ecoversity,,,Ecoversities,,
208,Chuckleberry Community Farm,49.4796,-117.4827,ecovillage,,,EcovillageMap,,
209,Chyrvony Kastrychnik,52.4453,30.9842,ecovillage,,,EcovillageMap,,
210,Circo da Lua,-14.78556,-39.04219,ecoversity,,,Ecoversities,,
211,"Cite Ecologique (Qc, Canada)",45.8536,-71.64,ecovillage,,,EcovillageMap,,
212,CityTree Tel Aviv,32.0733,34.7708,ecovillage,,,EcovillageMap,,
213,Claytor Nature Study Center,37.4007,-79.1829,ecovillage,,,EcovillageMap,,
214,Clearwater Commons,47.8221,-122.214,ecovillage,,,EcovillageMap,,
215,Cleary Ecovillage Collaboratory,42.5645,-83.9936,ecovillage,,,EcovillageMap,,
216,Cleveland EcoVillage,41.4995,-81.6954,ecovillage,,,IC.org|EcovillageMap,,"Cohousing (individual homes within group owned property.)|Commune (organized around sharing almost everything.)|Ecovillage (organized around ecology and sustainability.)|Shared Housing, Cohouseholding, or Coliving (multiple individuals sharing a dwelling.)|Spiritual or Religious Community"
217,Clos du Doubs,47.3087,7.0484,ecovillage,,,EcovillageMap,,
218,Co.Re Learning Center,37.71439,-8.66472,ecoversity,,,Ecoversities,,
219,CoHo Cohousing,44.5463,-123.2553,ecovillage,,,EcovillageMap,,
220,Coalescence Ecovillage,20.7984,-156.3319,ecovillage,,,EcovillageMap,,
221,Coastal Roots Farm,33.0546,-117.2852,ecovillage,,,EcovillageMap,,
222,Cobb Hill Cohousing,43.5488,-72.4256,ecovillage,,,EcovillageMap,,
223,Coffee Creek Community and Gardens,46.7462,-122.9579,ecovillage,,,EcovillageMap,,
224,Cohabitat Québec,46.7945,-71.2663,ecovillage,,,EcovillageMap,,
225,Colectivx Chixi,-16.51208,-68.13712,ecoversity,,,Ecoversities,,
226,Collectif Mongrenier,43.1431,2.1805,ecovillage,,,EcovillageMap,,
227,College Unbound,41.80606059375,-71.41295840625,ecoversity,,,Ecoversities,,
228,Common Ground Community at Lisdean Farm,54.3324,-7.2952,ecovillage,,,EcovillageMap,,
229,Common House - Vasjunino,55.7558,37.6173,ecovillage,,,EcovillageMap,,
230,Communauté de l'Arche de Saint-Antoine,45.1762,5.217,ecovillage,,,EcovillageMap,,
231,Community Garden in Rural Wayanad!,11.6854,76.132,ecovillage,,,EcovillageMap,,
232,"Community for Badgers, Foxes &amp; Co.",46.6278,13.6763,ecovillage,,,EcovillageMap,,
233,Community of Avalon,39.8531,-7.692,ecovillage,,,EcovillageMap,,
234,Community/school led by Shaolin monk,52.52,13.405,ecovillage,,,Murmurations|EcovillageMap,,blockchain|co-op|crowdfunding|data|finance|governance|music|platform co-op|shared platform|supporter|transportation
235,Community_ARK_Project,43.7044,-76.5167,ecovillage,,,EcovillageMap,,
236,Compass 21,10.2031,-2.5982,ecovillage,,,EcovillageMap,,
237,Complexity University,22.3511148,78.6677428,ecoversity,,,Ecoversities,,
238,Comuna de Rhiannon,0.0513,-78.23,ecovillage,,,EcovillageMap,,
239,Comunidad *Sanctuario* en Fet,42.0416,0.6296,ecovillage,,,EcovillageMap,,
240,Comunidad Ecologica de Peñalolén,-33.4167,-70.55,ecovillage,,,EcovillageMap,,
241,Comunidad Libertaria en proceso,43.0784,-3.5473,ecovillage,,,EcovillageMap,,
242,Comunidad Los Horcones,19.3762,-99.1037,ecovillage,,,EcovillageMap,,
243,Comunidad Madre Tierra,-32.8959,-60.9344,ecovillage,,,EcovillageMap,,
244,Comunidad de Paz San Jose de Apartado,7.8843917,-76.5627159,ecoversity,,,Ecoversities,,
245,Comunidade Aldeia - Terra Preta,-14.2819,-39.0708,ecovillage,,,EcovillageMap,,
246,Comunidades Sustentables de la Sierra Madre,22.0,-99.5,ecovillage,,,EcovillageMap,,
247,Comunità rigenerative,46.0226,8.2039,ecovillage,,,EcovillageMap,,
248,Consejo de Visiones Guardianes de la Tierra Mexico,18.6417,-88.3637,ecovillage,,,EcovillageMap,,
249,Cooperativa Agroecologica Las Ca\u00f1adas,19.17698,-96.97229,ecoversity,,,Ecoversities,,
250,Coops to Co-ops,38.2607,-75.6712,ecovillage,,,EcovillageMap,,
251,Corasoma,6.6143,-73.2213,ecovillage,,,EcovillageMap,,
252,Cortijo Los Baños Al-Hamam,37.0408,-2.201,ecovillage,,,EcovillageMap,,
253,"Cotocollao, Quito",-0.1123,-78.4935,ecovillage,,,EcovillageMap,,
254,Cristaland,37.1377,-8.6824,ecovillage,,,EcovillageMap,,
255,Crooked Tree Homeless Ecovillage,35.5148,-84.7902,ecovillage,,,EcovillageMap,,
256,Crystal Land Colombia,1.9,-76.3618,ecovillage,,,EcovillageMap,,
257,Crystal Waters,-26.7888,152.7166,ecovillage,,,EcovillageMap,,
258,Cultivating maize in Masisi territory,-4.0383,21.7587,ecovillage,,,EcovillageMap,,
259,Culture Caravan,48.374,-123.7356,ecovillage,,,EcovillageMap,,
260,DECOHOUSING Pty Ltd,-34.9749,117.3561,ecovillage,,,EcovillageMap,,
261,DEHNATEN. Holistic Community.,41.5312,2.1119,ecovillage,,,EcovillageMap,,
262,"DES Development and Empowerment Society , Kakuma Refugee Regeneration , Kenya",3.7168,34.8569,ecovillage,,,EcovillageMap,,
263,DIAKI ECO COMMUNAUTE,-4.6805,15.2051,ecovillage,,,EcovillageMap,,
264,DNS The Necessary Teacher Training College,56.2565,8.2779,ecovillage,,,EcovillageMap,,
265,Da Sen Dian Ecovillage Project,40.4076,118.9497,ecovillage,,,EcovillageMap,,
266,Damanhur Federation,45.4178,7.7483,ecovillage,,,EcovillageMap,,
267,Dana Village holistic eco village in Japan,37.574,139.5997,ecovillage,,,EcovillageMap,,
268,Dancing Rabbit Ecovillage,40.3326,-92.0963,ecovillage,,,EcovillageMap,,
269,Dankunku Ecovillage Project The Gambia,13.5713,-15.3263,ecovillage,,,EcovillageMap,,
270,Danyasa Eco-Retreat,9.2544,-83.8641,ecovillage,,,EcovillageMap,,
271,Dapala Farm,35.4226,-99.3974,ecovillage,,,EcovillageMap,,
272,Daruma Ecovillage,13.237,100.9533,ecovillage,,,EcovillageMap,,
273,Dedetepe Farm,39.5486,26.6117,ecovillage,,,EcovillageMap,,
274,Deer Park Institute,32.0998,76.2691,ecoversity,,,Ecoversities,,
275,Defensoras de la Madre Tierra,14.610026,-90.5320128,ecoversity,,,Ecoversities,,
276,Delphin-Gemeinschaft,47.6489,7.996,ecovillage,,,EcovillageMap,,
277,Digital Empowerment Foundation,37.679928436784,-95.452101897961,ecoversity,,,Ecoversities,,
278,Dogtown Ecovillage,38.6245,-90.2936,ecovillage,,,EcovillageMap,,
279,Dolok Zior Village,-0.5897,101.3431,ecovillage,,,EcovillageMap,,
280,Dombfalva Community,47.6398,19.4146,ecovillage,,,EcovillageMap,,
281,"Dome Forest, off grid eco community",20.8603,-89.4356,ecovillage,,,EcovillageMap,,
282,Dome Lombok,-8.9127,116.3414,ecovillage,,,EcovillageMap,,
283,Douceur et Harmonie: Domain Maman T,42.3975,2.5544,ecovillage,,,EcovillageMap,,
284,Down-To-Earth EcoShire,33.662,-116.9399,ecovillage,,,EcovillageMap,,
285,Dream Village,8.0766,0.1944,ecovillage,,,EcovillageMap,,
286,Dry Gulch Ecovillage,39.7328,-105.0481,ecovillage,,,EcovillageMap,,
287,DurgasTigerLand,0.9291,-79.4455,ecovillage,,,EcovillageMap,,
288,Dutlar Kollektifi,38.7106,27.1677,ecovillage,,,EcovillageMap,,
289,Dyssekilde Økosamfund,55.9678,11.859,ecovillage,,,EcovillageMap,,
290,Dzin Space,48.1884,24.7229,ecovillage,,,EcovillageMap,,
291,E Ola ka Pu`uwai Aloha; Living Life Source Foundation,19.8974,-155.1343,ecovillage,,,EcovillageMap,,
292,EA Ecoversity,19.7084648,-155.05807142104,ecoversity,,,Ecoversities,,
293,EARTH University,40.7462,-73.98371,ecoversity,,,Ecoversities,,
294,ECCOS Vereda Cascajal,3.3171,-76.499,ecovillage,,,EcovillageMap,,
295,ECO-CLEAN GHANA FOUNDATION,7.193,-1.3857,ecovillage,,,EcovillageMap,,
296,ECOALDEA CRISALIUM,16.7366,-92.6388,ecovillage,,,EcovillageMap,,
297,"ECOALDEA KIRYUS - ARGENTINA, COLOMBIA Y ESPAÑA",-26.3667,-65.05,ecovillage,,,EcovillageMap,,
298,ECOALDEA PARROQUIA MATUS,-1.5509,-78.4943,ecovillage,,,EcovillageMap,,
299,ECOMUNDI,18.1755,-99.2275,ecovillage,,,EcovillageMap,,
300,ECOVILLAGE VIVER SIMPLES,-22.289,-44.868,ecovillage,,,EcovillageMap,,
301,ECOlonie - Centre Ecologique International,48.0504,6.1046,ecovillage,,,EcovillageMap,,
302,EKOYER,38.0562,34.8047,ecovillage,,,EcovillageMap,,
303,EKUMAL VILLA DUENDES (DMT),20.396,-87.3159,ecovillage,,,EcovillageMap,,
304,ESPOIR POUR TOUS,-4.434,19.9951,ecovillage,,,EcovillageMap,,
305,Earth Deeds,42.4565,-72.4098,ecovillage,,,IC.org|EcovillageMap,,"Ecovillage (organized around ecology and sustainability.)|Shared Housing, Cohouseholding, or Coliving (multiple individuals sharing a dwelling.)|Spiritual or Religious Community"
306,Earth You,37.5322,-8.4413,ecovillage,,,EcovillageMap,,
307,EarthArt Village,38.1433,-105.8146,ecovillage,,,EcovillageMap,,
308,Earthaven Ecovillage,35.5273,-82.208,ecovillage,,,EcovillageMap,,
309,Earthen Heart,42.3125,-86.1131,ecovillage,,,EcovillageMap,,
310,Earthsong Eco-Neighbourhood,-36.8639,174.6024,ecovillage,,,EcovillageMap,,
